Date,D3,V_BASIS,V_UP1,V_TREND,V_RSI4065,V_VOLCOMP,V_CONF23,V_UPDAY,V_SL8,V_ATR2,V_TRAIL,V_TIME15,V_COOL2,V_QUALITY,CL_SMA50200,CL_EMA2050,CL_DONCHIAN,CL_RSI14_50,CL_RSI14_70,CL_TRENDVOL,F
2022-11-15,1.0538206302331283,1.0538206302331283,1.0538206302331283,1.1669867945151151,1.0538206302331283,1.0538206302331283,1.1854247376838096,1.1487210435298527,0.8127181408054999,1.013769527777807,1.0893712922477459,1.0429536216823374,1.0538206302331283,1.2720782360129004,1.0,0.7260555899146052,1.097119884064458,0.824860606324648,0.9965696696010788,0.8551208107639722,0.7825080834789743
2022-11-16,1.0538206302331283,1.0538206302331283,1.0538206302331283,1.1669867945151151,1.0538206302331283,1.0538206302331283,1.1854247376838096,1.1487210435298527,0.8127181408054999,1.013769527777807,1.0893712922477459,1.0429536216823374,1.0538206302331283,1.2720782360129004,1.0,0.7260555899146052,1.097119884064458,0.7930405538315963,0.9581257204579812,0.8551208107639722,0.7523218337034112
2022-11-17,1.0538206302331283,1.0538206302331283,1.0538206302331283,1.1669867945151151,1.0538206302331283,1.0538206302331283,1.1854247376838096,1.1487210435298527,0.8127181408054999,1.013769527777807,1.0893712922477459,1.0429536216823374,1.0538206302331283,1.2720782360129004,1.0,0.7260555899146052,1.097119884064458,0.7771305275850704,0.9389037458864322,0.8551208107639722,0.7372287088156296
2022-11-18,1.0538206302331283,1.0538206302331283,1.0538206302331283,1.1669867945151151,1.0538206302331283,1.0538206302331283,1.1854247376838096,1.1487210435298527,0.8127181408054999,1.013769527777807,1.0893712922477459,1.0429536216823374,1.0538206302331283,1.2720782360129004,1.0,0.7260555899146052,1.097119884064458,0.7644873781878221,0.9236287053269442,0.8551208107639722,0.7252347227674156
2022-11-21,1.0538206302331283,1.0538206302331283,1.0538206302331283,1.1669867945151151,1.0538206302331283,1.0538206302331283,1.1854247376838096,1.1487210435298527,0.8127181408054999,1.013769527777807,1.0893712922477459,1.0429536216823374,1.0538206302331283,1.2720782360129004,1.0,0.7260555899146052,1.097119884064458,0.7122176075516324,0.8604780739916299,0.8551208107639722,0.6756487469906644
2022-11-22,1.0538206302331283,1.0538206302331283,1.0538206302331283,1.1669867945151151,1.0538206302331283,1.0538206302331283,1.1854247376838096,1.1487210435298527,0.8127181408054999,1.013769527777807,1.0893712922477459,1.0429536216823374,1.0538206302331283,1.2720782360129004,1.0,0.7260555899146052,1.097119884064458,0.7208726980830575,0.8709348719586247,0.8551208107639722,0.6838594413215037
2022-11-23,1.0538206302331283,1.0538206302331283,1.0538206302331283,1.1669867945151151,1.0538206302331283,1.0538206302331283,1.1854247376838096,1.1487210435298527,0.8127181408054999,1.013769527777807,1.0893712922477459,1.0429536216823374,1.0538206302331283,1.2720782360129004,1.0,0.7260555899146052,1.097119884064458,0.7772578026159976,0.9390575154258515,0.8551208107639722,0.7373494489016053
2022-11-25,1.0538206302331283,1.0538206302331283,1.0538206302331283,1.1669867945151151,1.0538206302331283,1.0538206302331283,1.1854247376838096,1.1487210435298527,0.8127181408054999,1.013769527777807,1.0893712922477459,1.0429536216823374,1.0538206302331283,1.2720782360129004,1.0,0.7260555899146052,1.097119884064458,0.7758153091067811,0.9373147418361574,0.8551208107639722,0.7359810203178263
2022-11-28,1.0538206302331283,1.0538206302331283,1.0538206302331283,1.1669867945151151,1.0538206302331283,1.0538206302331283,1.1854247376838096,1.1487210435298527,0.8127181408054999,1.013769527777807,1.0893712922477459,1.0429536216823374,1.0538206302331283,1.2720782360129004,1.0,0.7260555899146052,1.097119884064458,0.7760698591686354,0.9376222809149957,0.8551208107639722,0.7362225004897776
2022-11-29,1.0538206302331283,1.0538206302331283,1.0538206302331283,1.1669867945151151,1.0538206302331283,1.0538206302331283,1.1854247376838096,1.1487210435298527,0.8127181408054999,1.013769527777807,1.0893712922477459,1.0429536216823374,1.0538206302331283,1.2720782360129004,1.0,0.7260555899146052,1.097119884064458,0.7672026867443733,0.9269092525252453,0.8551208107639722,0.7278106136250337
2022-11-30,1.0538206302331283,1.0538206302331283,1.0538206302331283,1.1669867945151151,1.0538206302331283,1.0538206302331283,1.1854247376838096,1.1487210435298527,0.8127181408054999,1.013769527777807,1.0893712922477459,1.0429536216823374,1.0538206302331283,1.2720782360129004,1.0,0.7260555899146052,1.097119884064458,0.8260485497720103,0.9980049041119347,0.8551208107639722,0.7836350318908021
2022-12-01,1.0538206302331283,1.0538206302331283,1.0538206302331283,1.1669867945151151,1.0538206302331283,1.0538206302331283,1.1854247376838096,1.1487210435298527,0.8127181408054999,1.013769527777807,1.0893712922477459,1.0429536216823374,1.0538206302331283,1.2720782360129004,1.0,0.7260555899146052,1.097119884064458,0.8260485497720103,0.9980049041119347,0.8551208107639722,0.7836350318908021
2022-12-02,1.0538206302331283,1.0538206302331283,1.0538206302331283,1.1669867945151151,1.0538206302331283,1.0538206302331283,1.1854247376838096,1.1487210435298527,0.8127181408054999,1.013769527777807,1.0893712922477459,1.0429536216823374,1.0538206302331283,1.2720782360129004,1.0,0.7260555899146052,1.097119884064458,0.8267273930956639,0.9988250604651138,0.8551208107639722,0.7842790199587273
2022-12-05,1.0538206302331283,1.0538206302331283,1.0538206302331283,1.1669867945151151,1.0538206302331283,1.0538206302331283,1.1854247376838096,1.1487210435298527,0.8127181408054999,1.013769527777807,1.0893712922477459,1.0429536216823374,1.0538206302331283,1.2720782360129004,1.0,0.7260555899146052,1.097119884064458,0.7740757973666925,0.9352131205115417,0.8551208107639722,0.734330823924049
2022-12-06,1.0538206302331283,1.0538206302331283,1.0538206302331283,1.1669867945151151,1.0538206302331283,1.0538206302331283,1.1854247376838096,1.1487210435298527,0.8127181408054999,1.013769527777807,1.0893712922477459,1.0429536216823374,1.0538206302331283,1.2720782360129004,1.0,0.7260555899146052,1.097119884064458,0.7629176096476782,0.9217321621978307,0.8551208107639722,0.7237455540976608
2022-12-07,1.0538206302331283,1.0538206302331283,1.0538206302331283,1.1669867945151151,1.0538206302331283,1.0538206302331283,1.1854247376838096,1.1487210435298527,0.8127181408054999,1.013769527777807,1.0893712922477459,1.0429536216823374,1.0538206302331283,1.2720782360129004,1.0,0.7260555899146052,1.097119884064458,0.7383948963006821,0.8921046201009551,0.8551208107639722,0.7004819611030044
2022-12-08,1.0538206302331283,1.0538206302331283,1.0538206302331283,1.1669867945151151,1.0538206302331283,1.0538206302331283,1.1854247376838096,1.1487210435298527,0.8127181408054999,1.013769527777807,1.0893712922477459,1.0429536216823374,1.0538206302331283,1.2720782360129004,1.0,0.7260555899146052,1.097119884064458,0.7358493309440755,0.8890291510981563,0.8551208107639722,0.6980670979694088
2022-12-09,1.0538206302331283,1.0538206302331283,1.0538206302331283,1.1669867945151151,1.0538206302331283,1.0538206302331283,1.1854247376838096,1.1487210435298527,0.8127181408054999,1.013769527777807,1.0893712922477459,1.0429536216823374,1.0538206302331283,1.2720782360129004,1.0,0.7260555899146052,1.097119884064458,0.7596507327984007,0.9177852281857699,0.8551208107639722,0.7206464152580934
2022-12-12,1.0538206302331283,1.0538206302331283,1.0538206302331283,1.1669867945151151,1.0538206302331283,1.0538206302331283,1.1854247376838096,1.1487210435298527,0.8127181408054999,1.013769527777807,1.0893712922477459,1.0429536216823374,1.0538206302331283,1.2720782360129004,1.0,0.7260555899146052,1.097119884064458,0.7120055256587954,0.8602218435688743,0.8551208107639722,0.6754475544567599
2022-12-13,1.0538206302331283,1.0538206302331283,1.0538206302331283,1.1669867945151151,1.0538206302331283,1.0538206302331283,1.1854247376838096,1.1487210435298527,0.8127181408054999,1.013769527777807,1.0893712922477459,1.0429536216823374,1.0538206302331283,1.2720782360129004,1.0,0.7260555899146052,1.097119884064458,0.6828583135532775,0.8250071329679948,0.8551208107639722,0.647796907900768
2022-12-14,1.0538206302331283,1.0538206302331283,1.0538206302331283,1.1669867945151151,1.0538206302331283,1.0538206302331283,1.1854247376838096,1.1487210435298527,0.8127181408054999,1.013769527777807,1.0893712922477459,1.0429536216823374,1.0538206302331283,1.2720782360129004,1.0,0.7260555899146052,1.097119884064458,0.6652512437356806,0.8037348457279133,0.8551208107639722,0.631093874257256
2022-12-15,1.0538206302331283,1.0538206302331283,1.0538206302331283,1.1669867945151151,1.0538206302331283,1.0538206302331283,1.1854247376838096,1.1487210435298527,0.8127181408054999,1.013769527777807,1.0893712922477459,1.0429536216823374,1.0538206302331283,1.2720782360129004,1.0,0.7260555899146052,1.097119884064458,0.6689423491086945,0.8081943187998999,0.8551208107639722,0.634595459578715
2022-12-16,1.0538206302331283,1.0538206302331283,1.0538206302331283,1.1669867945151151,1.0538206302331283,1.0538206302331283,1.1854247376838096,1.1487210435298527,0.8127181408054999,1.013769527777807,1.0893712922477459,1.0429536216823374,1.0538206302331283,1.2720782360129004,1.0,0.7260555899146052,1.097119884064458,0.6373768466774973,0.7700579087356405,0.8551208107639722,0.6046506899751032
2022-12-19,1.0538206302331283,1.0538206302331283,1.0538206302331283,1.1669867945151151,1.0538206302331283,1.0538206302331283,1.1854247376838096,1.1487210435298527,0.8127181408054999,1.013769527777807,1.0893712922477459,1.0429536216823374,1.0538206302331283,1.2720782360129004,1.0,0.7260555899146052,1.097119884064458,0.6358494815683082,0.7682125960481953,0.8551208107639722,0.6032017475293129
2022-12-20,1.0538206302331283,1.0538206302331283,1.0538206302331283,1.1669867945151151,1.0538206302331283,1.0538206302331283,1.1854247376838096,1.1487210435298527,0.8127181408054999,1.013769527777807,1.0893712922477459,1.0429536216823374,1.0538206302331283,1.2720782360129004,1.0,0.7260555899146052,1.097119884064458,0.5846404440866162,0.7063435078987323,0.8551208107639722,0.5546220414924962
2022-12-21,1.0538206302331283,1.0538206302331283,1.0538206302331283,1.1669867945151151,1.0538206302331283,1.0538206302331283,1.1854247376838096,1.1487210435298527,0.8127181408054999,1.013769527777807,1.0893712922477459,1.0429536216823374,1.0538206302331283,1.2720782360129004,1.0,0.7260555899146052,1.097119884064458,0.5836646472701534,0.7051645820250467,0.8551208107639722,0.5536963470286553
2022-12-22,1.0538206302331283,1.0538206302331283,1.0538206302331283,1.1669867945151151,1.0538206302331283,1.0538206302331283,1.1854247376838096,1.1487210435298527,0.8127181408054999,1.013769527777807,1.0893712922477459,1.0429536216823374,1.0538206302331283,1.2720782360129004,1.0,0.7260555899146052,1.097119884064458,0.5318191375267316,0.6425265288568656,0.8551208107639722,0.5045128484408367
2022-12-23,1.0538206302331283,1.0538206302331283,1.0538206302331283,1.1669867945151151,1.0538206302331283,1.0538206302331283,1.1854247376838096,1.1487210435298527,0.8127181408054999,1.013769527777807,1.0893712922477459,1.0429536216823374,1.0538206302331283,1.2720782360129004,1.0,0.7260555899146052,1.097119884064458,0.5224852684097155,0.6312496527511066,0.8551208107639722,0.4956582274561546
2022-12-27,1.0538206302331283,1.0538206302331283,1.0538206302331283,1.1669867945151151,1.0538206302331283,1.0538206302331283,1.1854247376838096,1.1487210435298527,0.8127181408054999,1.013769527777807,1.0893712922477459,1.0429536216823374,1.0538206302331283,1.2720782360129004,1.0,0.7260555899146052,1.097119884064458,0.46287569045845284,0.5592313057134871,0.8551208107639722,0.43910930726044994
2022-12-28,1.0538206302331283,1.0538206302331283,1.0538206302331283,1.1669867945151151,1.0538206302331283,1.0538206302331283,1.1854247376838096,1.1487210435298527,0.8127181408054999,1.013769527777807,1.0893712922477459,1.0429536216823374,1.0538206302331283,1.2720782360129004,1.0,0.7260555899146052,1.097119884064458,0.4781917449812976,0.5777356630296081,0.8551208107639722,0.4536389579423176
2022-12-29,1.0538206302331283,1.0538206302331283,1.0538206302331283,1.1669867945151151,1.0538206302331283,1.0538206302331283,1.1854247376838096,1.1487210435298527,0.8127181408054999,1.013769527777807,1.0893712922477459,1.0429536216823374,1.0538206302331283,1.2720782360129004,1.0,0.7260555899146052,1.097119884064458,0.5168425046657136,0.6244322497173341,0.8551208107639722,0.4903051917929316
2022-12-30,1.0538206302331283,1.0538206302331283,1.0538206302331283,1.1669867945151151,1.0538206302331283,1.0538206302331283,1.1854247376838096,1.1487210435298527,0.8127181408054999,1.013769527777807,1.0893712922477459,1.0429536216823374,1.0538206302331283,1.2720782360129004,1.0,0.7260555899146052,1.097119884064458,0.5226125434406428,0.6314034222905258,0.8551208107639722,0.4957789675421303
2023-01-03,1.0538206302331283,1.0538206302331283,1.0538206302331283,1.1669867945151151,1.0538206302331283,1.0538206302331283,1.1854247376838096,1.1487210435298527,0.8127181408054999,1.013769527777807,1.0893712922477459,1.0429536216823374,1.0538206302331283,1.2720782360129004,1.0,0.7260555899146052,1.097119884064458,0.4586330167927126,0.5541054458277408,0.8551208107639722,0.43508447395704153
2023-01-04,1.0538206302331283,1.0538206302331283,1.0538206302331283,1.1669867945151151,1.0538206302331283,1.0538206302331283,1.1854247376838096,1.1487210435298527,0.8127181408054999,1.013769527777807,1.0893712922477459,1.0429536216823374,1.0538206302331283,1.2720782360129004,1.0,0.7260555899146052,1.097119884064458,0.4821374327851972,0.5825027142876406,0.8551208107639722,0.45738205414276906
2023-01-05,1.0538206302331283,1.0538206302331283,1.0538206302331283,1.1669867945151151,1.0538206302331283,1.0538206302331283,1.1854247376838096,1.1487210435298527,0.8127181408054999,1.013769527777807,1.0893712922477459,1.0429536216823374,1.0538206302331283,1.2720782360129004,1.0,0.7260555899146052,1.097119884064458,0.46813659674064195,0.5655873610217945,0.8551208107639722,0.4441000919587048
2023-01-06,1.0538206302331283,1.0538206302331283,1.0538206302331283,1.1669867945151151,1.0538206302331283,1.0538206302331283,1.1854247376838096,1.1487210435298527,0.8127181408054999,1.013769527777807,1.0893712922477459,1.0429536216823374,1.0538206302331283,1.2720782360129004,1.0,0.7260555899146052,1.097119884064458,0.4796766742905005,0.5795297061681779,0.8551208107639722,0.45504764345710236
2023-01-09,1.0538206302331283,1.0538206302331283,1.0538206302331283,1.1669867945151151,1.0538206302331283,1.0538206302331283,1.1854247376838096,1.1487210435298527,0.8127181408054999,1.013769527777807,1.0893712922477459,1.0429536216823374,1.0538206302331283,1.2720782360129004,1.0,0.7260555899146052,1.097119884064458,0.5081450107033336,0.6139242213086711,0.8551208107639722,0.48205427123812783
2023-01-10,1.0538206302331283,1.0538206302331283,1.0538206302331283,1.1669867945151151,1.0538206302331283,1.0538206302331283,1.1854247376838096,1.1487210435298527,0.8127181408054999,1.013769527777807,1.0893712922477459,1.0429536216823374,1.0538206302331283,1.2720782360129004,1.0,0.7260555899146052,1.097119884064458,0.5042417586994201,0.6092084395995142,0.8551208107639722,0.47835143196868196
2023-01-11,1.0538206302331283,1.0538206302331283,1.0538206302331283,1.1669867945151151,1.0538206302331283,1.0538206302331283,1.1854247376838096,1.1487210435298527,0.8127181408054999,1.013769527777807,1.0893712922477459,1.0429536216823374,1.0538206302331283,1.2720782360129004,1.0,0.7260555899146052,1.097119884064458,0.5227822542715561,0.6316084613788205,0.8551208107639722,0.4959399645591116
2023-01-12,1.0538206302331283,1.0538206302331283,1.0538206302331283,1.1669867945151151,1.0538206302331283,1.0538206302331283,1.1854247376838096,1.1487210435298527,0.8127181408054999,1.013769527777807,1.0893712922477459,1.0429536216823374,1.0538206302331283,1.2720782360129004,1.0,0.7260555899146052,1.097119884064458,0.5242247477807729,0.6333512349685148,0.8551208107639722,0.4973083931428907
2023-01-13,1.0538206302331283,1.0538206302331283,1.0538206302331283,1.1669867945151151,1.0538206302331283,1.0538206302331283,1.1854247376838096,1.1487210435298527,0.8127181408054999,1.013769527777807,1.0893712922477459,1.0429536216823374,1.0538206302331283,1.2720782360129004,1.0,0.7260555899146052,1.097119884064458,0.5193032631604104,0.6274052578367968,0.8551208107639722,0.49263960247859834
2023-01-17,1.0538206302331283,1.0538206302331283,1.0538206302331283,1.1669867945151151,1.0538206302331283,1.0538206302331283,1.1854247376838096,1.1487210435298527,0.8127181408054999,1.013769527777807,1.0893712922477459,1.0429536216823374,1.0538206302331283,1.2720782360129004,1.0,0.7260555899146052,1.097119884064458,0.5578691836138854,0.6739993445339791,0.8551208107639722,0.5292253531742422
2023-01-18,1.0538206302331283,1.0538206302331283,1.0538206302331283,1.1669867945151151,1.0538206302331283,1.0538206302331283,1.1854247376838096,1.1487210435298527,0.8127181408054999,1.013769527777807,1.0893712922477459,1.0429536216823374,1.0538206302331283,1.2720782360129004,1.0,0.7260555899146052,1.097119884064458,0.5463715094949818,0.660108229829264,0.8551208107639722,0.5183180278998092
2023-01-19,1.0538206302331283,1.0538206302331283,1.0538206302331283,1.1669867945151151,1.0538206302331283,1.0538206302331283,1.1854247376838096,1.1487210435298527,0.8127181408054999,1.013769527777807,1.0893712922477459,1.0429536216823374,1.0538206302331283,1.2720782360129004,1.0,0.7260555899146052,1.097119884064458,0.5395408023036176,0.6518555922846357,0.8551208107639722,0.5118380438247584
2023-01-20,1.0538206302331283,1.0538206302331283,1.0538206302331283,1.1669867945151151,1.0538206302331283,1.0538206302331283,1.1854247376838096,1.1487210435298527,0.8127181408054999,1.013769527777807,1.0893712922477459,1.0429536216823374,1.0538206302331283,1.2720782360129004,1.0,0.7260555899146052,1.097119884064458,0.566057512714494,0.6838922165705505,0.8551208107639722,0.536993251971061
2023-01-23,1.0538206302331283,1.0538206302331283,1.0538206302331283,1.1669867945151151,1.0538206302331283,1.0538206302331283,1.1854247376838096,1.1487210435298527,0.8127181408054999,1.013769527777807,1.0893712922477459,1.0429536216823374,1.0538206302331283,1.2720782360129004,1.0,0.7260555899146052,1.097119884064458,0.6098843394501581,0.7368423585760402,0.8551208107639722,0.5785697873649598
2023-01-24,1.0538206302331283,1.0538206302331283,1.0538206302331283,1.1669867945151151,1.0538206302331283,1.0538206302331283,1.1854247376838096,1.1487210435298527,0.8127181408054999,1.013769527777807,1.0893712922477459,1.0429536216823374,1.0538206302331283,1.2720782360129004,1.0,0.7260555899146052,1.1033964098258986,0.6063989830337525,0.7375599758314682,0.8551208107639722,0.5791332615708736
2023-01-25,1.0719980153565036,1.0719980153565036,1.0719980153565036,1.1871161863577304,1.0719980153565036,1.0719980153565036,1.1854247376838096,1.1685353688604818,0.82673674152212,1.0312560701779903,1.1081618918559124,1.0609435614341765,1.0719980153565036,1.2940203534280388,1.0,0.7260555899146052,1.1075372580834315,0.6063989830337525,0.7403279057554287,0.8551208107639722,0.5813066445325179
2023-01-26,1.1895668158547674,1.1895668158547674,1.1895668158547674,1.3173102950060913,1.1895668158547674,1.1895668158547674,1.1854247376838096,1.2966916711004957,0.9174071025080724,1.1443565959630673,1.229696878410956,1.1772999913224265,1.1895668158547674,1.4359389191282554,1.0,0.7260555899146052,1.2290037394338673,0.6063989830337525,0.8215215857886063,0.8551208107639722,0.6450600507332098
2023-01-27,1.3204213117774692,1.3204213117774692,1.3204213117774692,1.4622168041061676,1.3204213117774692,1.3204213117774692,1.29767698252649,1.43933009437149,1.0183235389407248,1.270237886130839,1.3649657536162234,1.3068051144151553,1.3204213117774692,1.5938947909077668,1.0,0.7260555899146052,1.3641963681011156,0.6063989830337525,0.9118904423885128,0.9360953573281862,0.7160178201107242
2023-01-30,1.2369950995299563,1.2369950995299563,1.2369950995299563,1.3698317385493042,1.2369950995299563,1.2369950995299563,1.2156877913438409,1.3483910456934376,0.9539843201333984,1.1899823384901151,1.2787251562734832,1.224239194076763,1.2369950995299563,1.4931901113176764,1.0,0.7260555899146052,1.278004381696953,0.6063989830337525,0.9122030386158736,0.8769514391955363,0.6707787330854263
2023-01-31,1.2856851550597812,1.2856851550597812,1.2856851550597812,1.4237504512764818,1.2856851550597812,1.2856851550597812,1.2635391580064528,1.401465819324861,0.9915346301867913,1.2368218984549133,1.3290577718917653,1.2724271572821435,1.2856851550597812,1.5519644019064345,1.0,0.7260555899146052,1.3283086265042523,0.6063989830337525,0.9122030386158736,0.911469614964879,0.6971816297295323
2023-02-01,1.3464735425705465,1.3464735425705465,1.3464735425705465,1.491066694145287,1.3464735425705465,1.3464735425705465,1.323280462220509,1.4677284241102841,1.0384153078495395,1.2952999858382757,1.3918968569850318,1.3325886943518408,1.3464735425705465,1.6253427193698688,1.0,0.7260555899146052,1.3911122913082363,0.6063989830337525,0.9122030386158736,0.9545647443911784,0.7301450243107004
2023-02-02,1.3973903009487696,1.3973903009487696,1.3973903009487696,1.547451227662873,1.3973903009487696,1.3973903009487696,1.373320176653275,1.5232304233494247,1.0776828757997303,1.3442816214375415,1.4445312933210148,1.3829803986242695,1.3973903009487696,1.6868048869561463,1.0,0.7260555899146052,1.443717059373931,0.6063989830337525,0.9122030386158736,0.990661511917518,0.7577553832286454
2023-02-03,1.410082314651459,1.410082314651459,1.410082314651459,1.5615061929595444,1.410082314651459,1.410082314651459,1.3857935697263688,1.5370653994419152,1.087471097327758,1.356491267338171,1.4576514723836187,1.3955415321586675,1.410082314651459,1.7021255534331319,1.0,0.7260555899146052,1.4568298430306796,0.6063989830337525,0.9122030386158736,0.9996593484385294,0.7646378137855877
2023-02-06,1.4455607434035507,1.4455607434035507,1.4455607434035507,1.6007945278583187,1.4455607434035507,1.4455607434035507,1.420660880604455,1.5757387908423912,1.1148324544950794,1.3906213165424175,1.4943267667057991,1.4306541070096712,1.4455607434035507,1.7449519470040056,1.0,0.7260555899146052,1.493484464716833,0.6063989830337525,0.9122030386158736,1.0248113148176732,0.7838765120627535
2023-02-07,1.4607764140703234,1.4607764140703234,1.4607764140703234,1.617644156939775,1.4607764140703234,1.4607764140703234,1.4356144605125185,1.5923246884656663,1.1265669482226055,1.4052587062690396,1.510055738355378,1.445712873533084,1.4607764140703234,1.7633189469907677,1.0,0.7260555899146052,1.509204570471482,0.6063989830337525,0.9122030386158736,1.0355982648182205,0.792127432617557
2023-02-08,1.4940281399740167,1.4940281399740167,1.4940281399740167,1.6544666710481408,1.4940281399740167,1.4940281399740167,1.4682934236204503,1.6285708542584247,1.1522110474931289,1.4372466798388177,1.5444292119598575,1.4786217073170396,1.4940281399740167,1.8034574635641216,1.0,0.744898944054207,1.54355866889924,0.6063989830337525,0.9122030386158736,1.0591716394403674,0.8101586686208838
2023-02-09,1.5387845161369016,1.5387845161369016,1.5387845161369016,1.7040292801430903,1.5387845161369016,1.5387845161369016,1.5122788687581772,1.6773577062666933,1.1867276604543353,1.4803020623450953,1.5906954454517015,1.5229165552952306,1.5387845161369016,1.857483367409843,1.0,0.7672137696263718,1.5897988236636191,0.6063989830337525,0.9122030386158736,1.0909010848554161,0.8344284699413923
2023-02-10,1.4613702090468839,1.4613702090468839,1.4613702090468839,1.6183017175116743,1.4613702090468839,1.4613702090468839,1.4361980273381594,1.5929719568579792,1.1270248894846429,1.4058299337015974,1.510669565018463,1.446300545290092,1.4613702090468839,1.76403572330418,1.0,0.7286162130856728,1.5098180511410193,0.6063989830337525,0.9122030386158736,1.0360192279727873,0.7924494266515197
2023-02-13,1.4446701075661157,1.4446701075661157,1.4446701075661157,1.5998082497088972,1.4446701075661157,1.4446701075661157,1.4197855860179895,1.5747679499808331,1.114145586273706,1.389764529868827,1.4693692248827661,1.4297726554176224,1.4446701075661157,1.7438768508894387,1.0,0.7202898050175901,1.492564302217264,0.6063989830337525,0.9122030386158736,1.0241799102310791,0.7833935517188507
2023-02-14,1.5531094377114287,1.5531094377114287,1.5531094377114287,1.7198925056582708,1.5531094377114287,1.5531094377114287,1.5263570427757847,1.692972639574588,1.1977751986171237,1.494082556447635,1.4693692248827661,1.5370937581396686,1.5531094377114287,1.874775134570936,1.0,0.7743559503316897,1.6045986499092264,0.6063989830337525,0.9122030386158736,1.1010565499788578,0.842196368738211
2023-02-15,1.5901465924338423,1.5901465924338423,1.5901465924338423,1.7609069527353869,1.5901465924338423,1.5901465924338423,1.562756230484176,1.733345125936613,1.2263386625152128,1.5297120912811564,1.4693692248827661,1.573748985363684,1.5901465924338423,1.919483083053404,1.0,0.7928220934419379,1.6428636729790984,0.6063989830337525,0.9122030386158736,1.1273135546750528,0.8622803090312888
2023-02-16,1.499594840467606,1.499594840467606,1.499594840467606,1.660631160315733,1.499594840467606,1.499594840467606,1.4737642373938402,1.6346388565508068,1.156504148563441,1.4426018144497412,1.4693692248827661,1.5475585479288507,1.499594840467606,1.8101770877023688,1.0,0.7476744134102346,1.5493099185404915,0.6063989830337525,0.9122030386158736,1.0631180786876033,0.81317729359844
2023-02-17,1.4836370934141168,1.4836370934141168,1.4836370934141168,1.6429597658228063,1.4836370934141168,1.4836370934141168,1.4580813634053729,1.6172440558401637,1.14419735730819,1.4272505514067748,1.4693692248827661,1.5475585479288507,1.4836370934141168,1.790914319314496,1.0,0.7708773530374041,1.5973903983040083,0.6063989830337525,0.9122030386158736,1.09611033327584,0.8384130156067539
2023-02-21,1.4836370934141168,1.4836370934141168,1.4836370934141168,1.6429597658228063,1.4836370934141168,1.4836370934141168,1.4580813634053729,1.6172440558401637,1.14419735730819,1.4272505514067748,1.4693692248827661,1.5475585479288507,1.4836370934141168,1.790914319314496,1.0,0.7303924976627512,1.5134988181487679,0.6063989830337525,0.9122030386158736,1.038544926609675,0.7943813294412126
2023-02-22,1.4836370934141168,1.4836370934141168,1.4836370934141168,1.6429597658228063,1.4836370934141168,1.4836370934141168,1.4580813634053729,1.6172440558401637,1.14419735730819,1.4272505514067748,1.4693692248827661,1.5475585479288507,1.4836370934141168,1.790914319314496,1.0,0.7433077020609442,1.5402613419361364,0.6063989830337525,0.9122030386158736,1.0569090528113978,0.8084280197791778
2023-02-23,1.4836370934141168,1.4836370934141168,1.4836370934141168,1.6429597658228063,1.4836370934141168,1.4836370934141168,1.4580813634053729,1.6172440558401637,1.14419735730819,1.4272505514067748,1.4693692248827661,1.5475585479288507,1.4836370934141168,1.790914319314496,1.0,0.7477854841341788,1.5495400761748572,0.6063989830337525,0.9122030386158736,1.0632760101247638,0.8132980950984982
2023-02-24,1.4836370934141168,1.4836370934141168,1.4836370934141168,1.6429597658228063,1.4836370934141168,1.4836370934141168,1.4580813634053729,1.6172440558401637,1.14419735730819,1.4272505514067748,1.4693692248827661,1.5475585479288507,1.4836370934141168,1.790914319314496,1.0,0.7285792271557371,1.5097414099358797,0.6063989830337525,0.9122030386158736,1.0359666376874084,0.7924092004275552
2023-02-27,1.4836370934141168,1.4836370934141168,1.4836370934141168,1.6429597658228063,1.4836370934141168,1.4836370934141168,1.4580813634053729,1.6172440558401637,1.14419735730819,1.4272505514067748,1.4693692248827661,1.5475585479288507,1.4836370934141168,1.790914319314496,1.0,0.7683609545921322,1.5921759881271542,0.6063989830337525,0.9122030386158736,1.092532266897792,0.8356761584391957
2023-02-28,1.4836370934141168,1.4836370934141168,1.4836370934141168,1.6429597658228063,1.4836370934141168,1.4836370934141168,1.4580813634053729,1.6172440558401637,1.14419735730819,1.4272505514067748,1.4693692248827661,1.5475585479288507,1.4836370934141168,1.790914319314496,1.0,0.7612557598167499,1.5774528030866866,0.6063989830337525,0.9122030386158736,1.082429392059729,0.8279484858663415
2023-03-01,1.4836370934141168,1.4836370934141168,1.4836370934141168,1.6429597658228063,1.4836370934141168,1.4836370934141168,1.4580813634053729,1.6172440558401637,1.14419735730819,1.4272505514067748,1.4693692248827661,1.5475585479288507,1.4836370934141168,1.790914319314496,1.0,0.7503759109063907,1.554907885771464,0.6063989830337525,0.9122030386158736,1.0669593373640816,0.8161154661280674
2023-03-02,1.4836370934141168,1.4836370934141168,1.4836370934141168,1.6429597658228063,1.4836370934141168,1.4836370934141168,1.4580813634053729,1.6172440558401637,1.14419735730819,1.4272505514067748,1.4693692248827661,1.5475585479288507,1.4836370934141168,1.790914319314496,1.0,0.7064494441673881,1.4638846952161453,0.6063989830337525,0.9122030386158736,1.0045003042802778,0.7683406530550337
